part_id,click_dt,bounce_dt,open_dt
4425452355,,,8/15/2020 0:00
4038232734,,,
8255355007,,,
6454874093,,,8/25/2020 0:00
905041134,,,
2032988585,,,
7042026296,11/18/2020 0:00,,11/13/2020 0:00
3504650585,,,
4875738381,,,
7158656143,1/20/2021 0:00,,1/2/2021 0:00
4522840407,,,
798605472,,,
7072528594,11/30/2020 0:00,,8/12/2020 0:00
6187444127,10/27/2020 0:00,,9/11/2020 0:00
3361579718,,,9/19/2020 0:00
1974437417,,,
7567184822,,,
9573245122,,,
4541213465,,,
4860203661,2/5/2021 0:00,,12/1/2020 0:00
3352546358,,,
874665606,1/4/2021 0:00,,12/20/2020 0:00
3600379537,2/8/2021 0:00,,1/14/2021 0:00
7227786068,,,12/8/2020 0:00
745367146,,,
7402884736,,,
1122218297,,,
759699089,,,9/16/2020 0:00
5411274420,12/27/2020 0:00,,9/13/2020 0:00
1932357406,,,
2539871672,,,1/10/2021 0:00
3144802710,,,10/29/2020 0:00
4135374346,,,8/13/2020 0:00
3929881492,,,
1150104777,,,
7921712952,12/22/2020 0:00,,10/14/2020 0:00
9120106986,,,
881493013,,,1/31/2021 0:00
6802577134,,,11/13/2020 0:00
6182731456,11/10/2020 0:00,,8/31/2020 0:00
2857669367,,,
5772679615,11/4/2020 0:00,,10/15/2020 0:00
3786046474,,,
2156142583,12/16/2020 0:00,,11/19/2020 0:00
2726148968,,,
2979492857,,,11/12/2020 0:00
8707006716,1/18/2021 0:00,,8/1/2020 0:00
1108788036,,,1/5/2021 0:00
2672127749,,,
1967179585,,,7/31/2020 0:00
9937945626,,,
3940892826,,,11/5/2020 0:00
1737189441,2/10/2021 0:00,,12/6/2020 0:00
4992816221,,,
6494901030,,,
3678223719,,,
6328276980,,,1/15/2021 0:00
3427696885,,,11/15/2020 0:00
6468114806,,,
9782633731,,,
5920044834,2/8/2021 0:00,,9/19/2020 0:00
8161206311,,,1/2/2021 0:00
4166583534,,,
4081121008,1/24/2021 0:00,,10/20/2020 0:00
7562830388,,,
9627091844,,,
4290807712,,,
7022043964,10/14/2020 0:00,,9/22/2020 0:00
5090752643,,,11/23/2020 0:00
7791106403,2/12/2021 0:00,,1/12/2021 0:00
3955441501,,,
2062709110,,,
9148244249,2/2/2021 0:00,,8/30/2020 0:00
1736000617,,,12/5/2020 0:00
3922771007,,,
6447823857,,,1/14/2021 0:00
9720484166,1/21/2021 0:00,,12/25/2020 0:00
6620356008,11/17/2020 0:00,,9/6/2020 0:00
1963683442,11/18/2020 0:00,,8/6/2020 0:00
7423612284,,,
1424281963,,,
4143442857,,,11/28/2020 0:00
3107295395,,,8/2/2020 0:00
4380042404,11/7/2020 0:00,,10/20/2020 0:00
6549417949,12/2/2020 0:00,,11/26/2020 0:00
3293850105,1/8/2021 0:00,,12/5/2020 0:00
5794409857,,,8/9/2020 0:00
4142669000,,,10/19/2020 0:00
4430038555,,,1/23/2021 0:00
3688541362,,,12/5/2020 0:00
8047261849,2/8/2021 0:00,,12/21/2020 0:00
3829592451,10/22/2020 0:00,,9/8/2020 0:00
7222773561,,,
4017470780,,,
2808288520,,,
2197789003,,,9/23/2020 0:00
3369734163,1/3/2021 0:00,,11/12/2020 0:00
1978557229,,,
820791717,,,
4899221829,,,
7883975698,,,
4619540526,1/27/2021 0:00,,1/5/2021 0:00
9249175821,2/2/2021 0:00,,8/30/2020 0:00
8299114478,,,
3760075557,,,10/5/2020 0:00
7830091952,,,
5597799814,,,
2037930525,,,
805548829,,,
3248770064,9/20/2020 0:00,,8/7/2020 0:00
4000260506,,,
2437027187,,,
4924857640,,,
5650118734,,,10/22/2020 0:00
9600427695,1/14/2021 0:00,,11/30/2020 0:00
6730512562,,,
9388247178,,,
7642315153,,,1/30/2021 0:00
4826037718,,,
2320147949,,,
5264529471,,,9/30/2020 0:00
1277702413,1/8/2021 0:00,,12/31/2020 0:00
3300822946,10/14/2020 0:00,,8/23/2020 0:00
7180510470,1/29/2021 0:00,,1/19/2021 0:00
1793643630,,,
78355037,,,
7599450035,9/20/2020 0:00,,9/19/2020 0:00
2938818636,2/3/2021 0:00,,11/10/2020 0:00
668506002,,,
4315825583,,,
9328904274,1/11/2021 0:00,,9/13/2020 0:00
1505890254,1/18/2021 0:00,,12/24/2020 0:00
3557522108,1/18/2021 0:00,,1/6/2021 0:00
5999519192,,,
8599752334,1/12/2021 0:00,,12/13/2020 0:00
9208373946,,,9/29/2020 0:00
336991526,,,12/30/2020 0:00
2899036143,,,
9911611927,,,9/6/2020 0:00
9935830241,11/6/2020 0:00,,10/31/2020 0:00
4727869571,,,
7996918353,,,1/13/2021 0:00
1276628255,12/25/2020 0:00,,10/29/2020 0:00
7031682602,2/11/2021 0:00,,1/27/2021 0:00
2555271897,,,
7317851331,,,
9020960159,,,
8303404710,,,
4505966018,1/20/2021 0:00,,9/14/2020 0:00
660411310,,,1/15/2021 0:00
1557461271,,,
255456973,,,
4521751943,,,11/25/2020 0:00
2788827044,1/10/2021 0:00,,12/6/2020 0:00
2926167422,1/27/2021 0:00,,11/22/2020 0:00
4784977725,1/30/2021 0:00,,11/18/2020 0:00
9390816306,2/8/2021 0:00,,9/7/2020 0:00
840058967,,,
753534618,,,
4185644722,12/18/2020 0:00,,10/6/2020 0:00
7806270888,,,10/2/2020 0:00
185739511,,,
4843502912,11/28/2020 0:00,,11/8/2020 0:00
7238534100,,,
9953429001,,,
8739293578,,,
6513841610,,,12/5/2020 0:00
3363228762,,,
2457228062,,,
7023968954,,,
6539285563,1/30/2021 0:00,,12/31/2020 0:00
5913739525,,,
5683428918,,,11/5/2020 0:00
45595130,,,11/15/2020 0:00
9278047310,11/7/2020 0:00,,8/6/2020 0:00
8147739531,,,
452140002,,,
83757247,,,
5872049503,,,12/18/2020 0:00
8610629839,,,8/6/2020 0:00
3548709036,,,
3971979715,,,11/22/2020 0:00
7240032882,,,
2135411545,,,
8095217417,1/23/2021 0:00,,11/8/2020 0:00
2069474731,11/2/2020 0:00,,10/23/2020 0:00
7982536712,,,
9080878608,,,
585835714,,,
2208486215,1/18/2021 0:00,,1/15/2021 0:00
9089247624,,,
8719494721,,,
3571603459,1/6/2021 0:00,,8/20/2020 0:00
2185913551,2/10/2021 0:00,,1/30/2021 0:00
3671127817,,,12/28/2020 0:00
4047327852,,,11/3/2020 0:00
8093399982,,,8/23/2020 0:00
6913152397,12/2/2020 0:00,,10/21/2020 0:00
4866673532,,,
2243805508,,,11/22/2020 0:00
8471598256,,,1/28/2021 0:00
6235061873,,,
6652466844,,,
8793247876,,,
1824709022,1/28/2021 0:00,,1/26/2021 0:00
2537526697,,,
2654012940,,,
4538163215,,,
4884983709,,,
4638629132,10/24/2020 0:00,,10/19/2020 0:00
8637005321,,,
2291634917,,,
6434427304,,,
4890084454,,,
7510974124,,,
3711827192,,,
8997940671,,,8/3/2020 0:00
7961412405,11/29/2020 0:00,,11/17/2020 0:00
8031659133,,,10/31/2020 0:00
989216235,,,
7987443538,1/20/2021 0:00,,12/21/2020 0:00
8932281695,,,1/4/2021 0:00
9899260722,,,
5197772094,,,8/2/2020 0:00
3229448406,12/25/2020 0:00,,11/7/2020 0:00
2300378348,,,
3431354734,2/10/2021 0:00,,8/9/2020 0:00
2713895921,,,
9006071628,,,
7935747746,,,9/16/2020 0:00
5814918899,12/27/2020 0:00,,12/20/2020 0:00
3915896873,,,12/4/2020 0:00
280408700,,,
8545695516,,,
1105602009,,,
6090616170,,,8/9/2020 0:00
2454816797,1/11/2021 0:00,,8/21/2020 0:00
4173617635,,,12/15/2020 0:00
5589829225,,,
2632058589,,,8/28/2020 0:00
7635887351,2/3/2021 0:00,,12/24/2020 0:00
6775037230,,,8/19/2020 0:00
8216432768,,,
1747209132,,,10/21/2020 0:00
2311128621,,,
2061395430,,,10/16/2020 0:00
3675652128,,,
3537107683,12/15/2020 0:00,,11/25/2020 0:00
408430731,,,12/22/2020 0:00
2418720737,,,
3603182573,1/22/2021 0:00,,12/19/2020 0:00
7426790272,,,
1637459019,1/15/2021 0:00,,1/9/2021 0:00
2787211511,12/21/2020 0:00,,10/5/2020 0:00
1274599190,,,
6011492232,,,
3755473063,,,
6045904611,,,
668839860,,,10/15/2020 0:00
2469245971,,,
3017305712,,,
7861171455,,,
3672012558,,,11/15/2020 0:00
2312509614,,,
4004254715,,,
8260927587,,,
3694553028,,,8/20/2020 0:00
2078365854,1/1/2021 0:00,,11/27/2020 0:00
8673164621,,,8/19/2020 0:00
8504302736,,,8/11/2020 0:00
7733332724,,,
6511604487,,,9/29/2020 0:00
3147142945,,,
3964124531,,,
4247113800,10/27/2020 0:00,,10/24/2020 0:00
4075312692,2/7/2021 0:00,,1/18/2021 0:00
3716027781,,,
7492613090,,,
2871759732,,,
786185542,1/24/2021 0:00,,10/24/2020 0:00
6419196755,,,
2249985723,12/5/2020 0:00,,8/18/2020 0:00
2643805326,,,10/13/2020 0:00
9358778878,,,12/4/2020 0:00
7956000387,,,
1725085085,,,
5301434466,,,12/26/2020 0:00
3012041260,,,
1812162079,,,11/17/2020 0:00
6638004501,,,1/22/2021 0:00
9436409612,10/9/2020 0:00,,10/5/2020 0:00
3073877449,2/10/2021 0:00,,1/25/2021 0:00
5035171906,,,
56282975,,,
2274928811,,,11/4/2020 0:00
7288613597,,,8/11/2020 0:00
7385133826,1/21/2021 0:00,,10/8/2020 0:00
9409317505,,,1/28/2021 0:00
1373167146,12/10/2020 0:00,,9/24/2020 0:00
5531221917,,,8/23/2020 0:00
1940237571,,,
8813730808,,,
5938573616,12/24/2020 0:00,,11/15/2020 0:00
9455517774,1/21/2021 0:00,,11/10/2020 0:00
4198307760,1/24/2021 0:00,,8/3/2020 0:00
980388394,1/29/2021 0:00,,1/13/2021 0:00
9680176282,,,
8556769756,,,11/5/2020 0:00
8509826533,,,
2339197786,,,
1731065308,,,
4400805798,,,
8194572016,,,
2908790785,,,1/2/2021 0:00
2473439804,,,8/19/2020 0:00
6550973920,,,12/21/2020 0:00
9673364918,,,
7441302240,,,8/5/2020 0:00
8536656470,,,11/3/2020 0:00
5820561353,,,
3281205620,,,9/5/2020 0:00
8256003686,11/19/2020 0:00,,8/31/2020 0:00
4074856076,,,
3507027186,1/17/2021 0:00,,12/26/2020 0:00
8997832589,,,10/26/2020 0:00
2813269534,,,
4463237091,,,
7390149078,1/25/2021 0:00,,12/30/2020 0:00
8777530917,1/21/2021 0:00,,8/18/2020 0:00
5197140053,,,12/31/2020 0:00
6126503925,12/5/2020 0:00,,10/9/2020 0:00
7954676357,1/10/2021 0:00,,12/1/2020 0:00
7631844400,,,
6558539007,,,
9987450995,,,
1647698352,,,
6734359279,,,
9403668121,,,8/18/2020 0:00
148632515,,,8/28/2020 0:00
8489287543,12/19/2020 0:00,,11/26/2020 0:00
3634537894,2/5/2021 0:00,,9/25/2020 0:00
2693858843,1/1/2021 0:00,,11/27/2020 0:00
1907604460,,,
8373220330,12/9/2020 0:00,,10/19/2020 0:00
8909679520,,,
5199263257,,,
2829503778,,,
5102031525,,,10/26/2020 0:00
9997996764,,,12/9/2020 0:00
1852791192,,,
5078334083,12/22/2020 0:00,,11/19/2020 0:00
9362305781,10/31/2020 0:00,,8/11/2020 0:00
3167732361,11/24/2020 0:00,,10/26/2020 0:00
1481285778,,,
6003684275,,,
3340415010,2/2/2021 0:00,,12/28/2020 0:00
3892558602,,,
6131383548,,,
1920007376,11/17/2020 0:00,,9/6/2020 0:00
3214981483,,,
4570548129,,,
3596311700,1/11/2021 0:00,,9/22/2020 0:00
1657551797,1/10/2021 0:00,,1/3/2021 0:00
7964002595,,,12/28/2020 0:00
7257303743,,,1/27/2021 0:00
3521791584,,,1/24/2021 0:00
3215717148,,,11/9/2020 0:00
6379323329,,,10/7/2020 0:00
6320854703,,,
665262244,9/30/2020 0:00,,9/11/2020 0:00
6670990302,1/26/2021 0:00,,1/16/2021 0:00
8805647683,,,
8427432970,12/8/2020 0:00,,12/1/2020 0:00
8925241982,,,
2859455164,,,12/7/2020 0:00
8833136805,,,
7130997000,,,
9695737436,,,
272882161,,,
9179519338,,,
9613947919,1/13/2021 0:00,,11/25/2020 0:00
5415049100,1/10/2021 0:00,,12/13/2020 0:00
9999227093,,,
3117733473,,,1/23/2021 0:00
9162407290,12/29/2020 0:00,,9/6/2020 0:00
592678156,,,
5773708757,,,11/8/2020 0:00
5826160235,,,1/6/2021 0:00
8721288828,,,
6948874243,1/28/2021 0:00,,1/15/2021 0:00
4539781151,,,
3006881795,,,
1297920856,,,10/22/2020 0:00
9960885660,12/10/2020 0:00,,10/7/2020 0:00
1284743023,8/26/2020 0:00,,8/26/2020 0:00
4095933459,1/11/2021 0:00,,12/2/2020 0:00
7324826746,,,
5603428605,,,
1586858910,,,
9320530947,12/16/2020 0:00,,8/1/2020 0:00
5791255663,,,9/27/2020 0:00
2824768809,,,
5478484869,,,
1620873839,9/27/2020 0:00,,8/8/2020 0:00
3323354663,,,11/11/2020 0:00
5097599057,12/30/2020 0:00,,11/10/2020 0:00
9047826262,,,
180361724,,,
311455817,,,
3743809057,,,
5207834208,1/21/2021 0:00,,12/30/2020 0:00
987416377,,,
3908653702,,,9/12/2020 0:00
4010125872,1/10/2021 0:00,,12/25/2020 0:00
6010475288,,,
4722221533,11/25/2020 0:00,,9/24/2020 0:00
4617167233,,,9/11/2020 0:00
8896007070,2/4/2021 0:00,,1/25/2021 0:00
9054381459,,,
5869683901,1/5/2021 0:00,,10/22/2020 0:00
9480644011,2/5/2021 0:00,,12/4/2020 0:00
4908341627,,,
3113380209,1/23/2021 0:00,,12/1/2020 0:00
3108747720,,,1/4/2021 0:00
272468082,1/22/2021 0:00,,10/23/2020 0:00
7878355613,,,
2700337476,,,12/27/2020 0:00
4096339723,,,
555369166,12/20/2020 0:00,,11/14/2020 0:00
9273794183,,,
2634752731,,,
8049738451,,,12/21/2020 0:00
5408714573,,,
8934431819,,,
4147110818,1/31/2021 0:00,,10/25/2020 0:00
2764723747,,,
9859899577,,,11/3/2020 0:00
8675100924,10/31/2020 0:00,,9/19/2020 0:00
7468685495,,,1/24/2021 0:00
2018883475,1/19/2021 0:00,,11/15/2020 0:00
8401018355,,,
4252926905,,,
4814003429,,,
2550130069,,,
3110032231,,,
1966373505,1/8/2021 0:00,,12/11/2020 0:00
6365635553,2/7/2021 0:00,,8/23/2020 0:00
7295986785,,,
15890668,,,9/3/2020 0:00
9530120356,1/17/2021 0:00,,11/21/2020 0:00
3804345531,,,
9238240631,11/23/2020 0:00,,9/28/2020 0:00
7670806030,10/21/2020 0:00,,10/6/2020 0:00
4967433482,2/3/2021 0:00,,1/30/2021 0:00
4657243202,,,
1548889327,,,
4085724520,12/21/2020 0:00,,11/15/2020 0:00
2860500209,,,
6170091454,,,1/23/2021 0:00
8670453784,,,
7656101703,,,11/23/2020 0:00
608964408,,,
1440319483,12/12/2020 0:00,,10/7/2020 0:00
8674224300,,,10/4/2020 0:00
4644682098,,,
4669295801,,,
6722260115,1/8/2021 0:00,,12/21/2020 0:00
8198176483,,,
6850972974,,,12/19/2020 0:00
2747964609,,,
2726552944,,,
9165578844,,,10/26/2020 0:00
9391485309,2/10/2021 0:00,,1/22/2021 0:00
1232865121,12/10/2020 0:00,,10/4/2020 0:00
4085977885,,,9/9/2020 0:00
3052235560,,,
8722631134,,,
5060658072,,,
2627361611,1/18/2021 0:00,,11/8/2020 0:00
7749895879,,,
3940332728,,,9/25/2020 0:00
7814776892,,,
3882261888,,,
2415308302,,,9/6/2020 0:00
2880611011,1/3/2021 0:00,,1/1/2021 0:00
8001178947,,,11/22/2020 0:00
5741191985,10/28/2020 0:00,,9/29/2020 0:00
6268844959,,,
6283565758,2/3/2021 0:00,,1/18/2021 0:00
5059043607,,,
2767962803,1/26/2021 0:00,,10/15/2020 0:00
4440914953,11/22/2020 0:00,,10/24/2020 0:00
9945727074,,,
5722553086,,,
3846985320,,,
978657893,,,7/30/2020 0:00
8734921100,1/30/2021 0:00,,12/19/2020 0:00
