part_id,fund_ct,logon_ct,call_ct,balance,tenure,age,gender,status,campaign
8585411449,5,11,4,86235.93,4.6,45.2,1,0,1
6373958861,7,13,4,61097.93,4.4,44.2,0,1,1
6002842527,7,12,2,70098.44,7.1,44.6,0,0,1
6383658846,6,12,0,63973.64,5.3,44.4,0,1,0
7691670347,7,14,5,59273.21,5.2,46.8,0,0,1
5983905498,7,11,2,61138.62,6.5,44.2,0,0,1
8031628010,7,13,2,54697.62,6.7,46.6,0,0,1
7834209302,5,13,0,70283.22,5.6,46.1,0,0,0
1177981127,8,14,0,81340.98,6.6,47,0,1,0
9708305172,7,14,0,65724.51,7.3,46,0,0,0
874013924,6,12,2,25517.93,7,44.5,1,0,1
8924564372,6,11,0,53921.41,5.7,44.7,1,0,0
4284830683,7,12,0,91568.9,6.4,44.6,0,1,0
6621143019,6,15,0,58309.47,7,47,0,0,0
7359848765,7,12,0,60009.89,5.3,45.3,1,1,0
2849110666,5,11,2,34451.57,6.7,45.3,0,0,1
3772538625,7,13,2,72064.94,4.8,44,1,1,1
1073435194,6,10,0,31840.31,7.8,45.3,0,0,0
7616044203,6,10,0,48631.81,6.9,44.8,0,0,0
496259218,9,14,0,72315.31,4.6,45.7,1,1,0
5564175184,7,12,0,46604.77,5,44.5,1,1,0
3246965229,6,13,2,68089.74,4.9,43.9,0,0,1
7621507892,6,13,2,84344.27,6.5,43.8,0,0,1
2650528769,7,14,2,73340.53,5.9,46.9,0,1,1
8687613569,7,13,2,60684.45,5.8,46.5,0,1,1
856195304,6,14,2,72926.95,6.2,43.4,0,0,1
2802101412,6,14,2,62935.27,7.2,46.6,1,0,1
1172782033,7,11,2,81498.82,4.7,44.3,0,1,1
201802515,6,12,2,57530.65,6.2,44.1,0,0,1
872282408,7,12,2,29004.03,7.6,45.6,0,1,1
631617944,6,13,0,66948.91,6.3,43.7,0,0,0
667563238,8,13,0,86179.19,5.5,44.4,0,0,0
1196384756,6,11,0,66348.98,6.2,45.2,0,0,0
1478479856,7,14,0,37509.71,6.1,47,1,0,0
8970198628,6,12,0,72120.29,7.3,44.4,0,1,0
7056612837,7,13,2,80235.46,5.6,46.7,0,1,1
4312548025,5,14,2,52120.09,4.1,46.4,0,0,1
1470232277,6,13,2,56896.25,6.2,43.8,0,0,1
2372351756,6,13,2,62710.4,7.2,45.9,0,0,1
2393464061,6,12,0,66843.7,6.5,45.6,0,1,0
1825416626,6,13,0,70251.04,6.4,43.7,0,0,0
5970647715,7,11,2,72654.74,5.2,45.6,0,0,1
6703099255,5,12,2,53807.67,6,45.8,0,0,1
3868730277,6,11,0,56523.65,5.5,45.5,0,0,0
4843906271,6,11,0,56537.4,5.1,44.8,0,1,0
9840967334,6,12,1,67060.67,5.9,44.3,1,1,0
2409481736,5,12,2,57954.61,7,44.2,0,0,1
7171799534,7,12,0,55965.83,7.6,46.3,0,1,0
8190880048,6,11,2,88015.17,6.8,44.5,0,0,1
4189370680,6,12,2,36767.01,6.5,44.6,0,0,1
4501092659,6,12,2,32245.94,5.3,44.4,0,1,1
2198144216,6,12,0,32201.97,8.3,45.6,0,1,0
1785982015,5,12,2,58233.17,5,44.2,0,0,1
7541363428,7,11,0,69179.33,7.6,44.8,0,1,0
4623213120,6,12,2,43667.12,5.6,44.5,0,1,1
1278366053,7,16,0,25899.44,6.7,47.6,1,0,0
7611480224,7,11,0,63939.96,5.7,45.8,0,1,0
8812628620,6,10,0,74613.53,5.9,44.7,0,1,0
4790402186,6,11,2,28738.85,6,44.5,0,0,1
9519541308,6,10,0,49722.5,5,45.1,0,0,0
3495833906,7,10,0,41071.13,6.2,44.7,1,1,0
1717211143,7,14,2,84815.92,5.5,46.1,0,0,1
9320448907,6,12,2,58373.83,6.6,44.5,0,1,1
7705256355,6,12,0,49021.77,6.4,44.4,0,1,0
8444007798,6,11,0,41355.81,5.4,44.6,1,0,0
6909696338,6,13,0,39926.57,7.3,43.7,1,0,0
5944750613,6,11,2,46817.9,7.2,45.6,0,0,1
5568812318,5,12,2,55564.72,4.2,44.2,1,0,1
6294327860,6,12,0,79607.53,4,44,0,0,0
1531160822,6,11,2,41487.01,7.1,44.3,1,0,1
4386273699,6,12,2,72098.89,5.3,45.7,0,0,1
9590712654,6,12,0,61353.66,3.9,44.2,1,0,0
8269942786,7,13,0,61900.07,7,44.3,0,1,0
8756256751,6,12,0,37654.42,6,45.9,0,0,0
7908102220,7,12,0,41150.15,4.7,46.2,0,0,0
3419072220,6,10,0,89885.98,6.1,44.9,1,0,0
4049024708,7,13,2,40235.39,4.1,44.3,1,1,1
5690606015,7,11,2,57268.34,4.7,45.5,0,1,1
6064193491,6,13,2,16094,5.3,44.1,0,1,1
5429978841,6,11,2,67190.04,6.3,44.7,0,1,1
3748777399,6,12,0,79164.04,5.1,45.7,0,1,0
8272895051,6,12,2,61011.86,6.1,45.7,1,0,1
4313334440,6,13,2,67880.91,6.1,45.8,0,1,1
8934619008,6,11,2,61546.09,5.6,44.2,1,0,1
2626678846,6,13,0,49468.34,9.4,44,0,1,0
9524749271,6,11,2,34208.42,7.1,45.4,0,0,1
1474094205,7,12,2,92407.95,7.1,45.5,0,1,1
9248048107,7,10,2,55348.58,7.1,44.8,1,1,1
4546966240,7,12,2,63442.36,6.3,45.5,0,1,1
2143860141,6,11,2,55094.57,5.3,44.3,0,0,1
8091018251,6,13,2,56666.71,7,45.9,1,1,1
9166632767,7,12,2,69115.56,6.9,46,1,1,1
7595813099,7,13,2,69558.41,4.5,44.3,0,0,1
9201849051,7,12,2,73925.28,7.2,44.4,0,1,1
4521301442,6,10,1,80227.94,6.1,44.7,1,1,0
1269061143,7,13,0,69233.19,6.7,45.9,0,1,0
9583860343,6,13,0,45245.87,7.7,44.1,1,1,0
8423794690,5,12,2,60347.79,6,45.6,0,0,1
4076980581,7,11,2,89404.17,5.6,45.8,0,1,1
9795644410,6,11,2,71129.81,6.7,44.6,0,0,1
223423533,6,11,2,59963.8,6.6,45.5,0,0,1
4373209792,6,12,2,69123,6.8,44.6,1,1,1
7516850086,10,13,0,52672.42,6.1,45.3,0,2,0
5518870639,6,12,2,57839.8,8,44.5,0,1,1
2822255157,8,13,0,44443.31,5.4,46.5,1,1,0
9184728225,6,12,0,101818.29,6,44,1,0,0
9853646243,5,13,0,63754.33,6.7,46.2,1,0,0
8827909949,7,13,2,40069.44,6.5,44.3,1,1,1
9880646807,6,13,2,75247.25,5.8,44.2,0,1,1
1857685415,7,12,0,72936.93,8.5,43.9,0,0,0
160017490,8,14,0,48800.05,7.7,47,0,1,0
8056572284,6,12,2,49076.57,8,45.5,1,0,1
9183509243,7,10,0,74485.84,5.7,44.6,0,1,0
8812067625,7,15,2,37260.13,5.6,47.1,0,0,1
5994385593,7,11,2,83288.44,6.5,45.7,0,1,1
4244482507,7,12,0,81005.31,7,44,0,0,0
7439359539,6,13,2,77706.46,6.7,44.1,0,1,1
6112970280,7,12,0,62417.57,7.5,44.7,0,1,0
951041747,6,11,2,56980.49,4.8,44.9,0,1,1
3175712554,6,13,2,61092.4,7.2,46.1,1,1,1
6924821736,6,13,0,94527.01,6.2,46.2,0,0,0
8550650916,6,12,0,57051.44,5.6,44.4,1,1,0
9784257148,5,10,0,47990.57,5.4,45.1,0,0,0
7193153416,6,10,0,55040.55,7.3,44.6,0,0,0
5830167067,5,10,2,69877.36,6.6,45,0,0,1
3804843179,6,11,0,39922.82,6.7,44.3,1,0,0
3578739598,6,13,2,62969.21,5.5,44.2,1,1,1
6152853741,6,13,0,55280.5,4.4,44.2,0,1,0
9260468814,7,11,0,54761.4,6.2,45.1,0,1,0
9476555167,6,12,2,65044.98,9.4,43.9,0,0,1
2726348712,6,14,1,71853.11,5.4,43.2,0,0,0
4240491860,6,12,2,83424.72,7.6,43.9,0,0,1
1372571349,6,13,0,62525.08,5.2,43.9,1,0,0
2312062620,7,13,2,97149.97,5.6,46.5,1,1,1
984342377,6,12,2,53569.61,8.2,43.9,1,0,1
7594071226,6,11,2,58154.83,7,45.2,0,1,1
1307750544,7,11,2,38278.23,4.9,45,0,1,1
2977909738,6,12,2,37001.21,5.1,46.1,0,0,1
5036489205,6,10,0,48793.26,6.7,44.8,0,0,0
5357236996,6,12,0,74699.61,5,44.2,0,0,0
8771010311,8,14,2,69053.84,4.7,46,0,0,1
8292387535,8,13,0,63172.26,7.9,45.8,0,0,0
6718632986,7,12,0,68480.43,6,45.5,0,1,0
9882408296,5,11,2,56395.53,5.5,45.3,0,0,1
526259437,6,12,0,67251.89,6.1,46.1,0,0,0
2919028100,8,12,2,49293.96,6.6,44.8,0,0,1
9493151996,5,13,2,37308.81,6.9,43.7,0,0,1
3507064546,8,15,0,72937.14,4,46.5,1,0,0
7518995539,7,12,2,38358.49,5,45.5,1,0,1
304142969,6,12,0,57054.71,5.6,43.9,1,0,0
3748261697,7,13,0,70057.43,6.9,46.4,0,0,0
5590846350,6,12,2,82094.02,7.8,44.4,0,1,1
3149275708,7,12,2,69344.54,5.5,43.8,0,0,1
3914213395,7,13,2,64294.64,5.1,43.5,0,0,1
5488813108,6,12,0,42811.22,5.4,44.3,1,0,0
4237270638,5,11,2,75576.99,6.4,45.3,1,0,1
1957592667,8,14,2,48197.21,7.1,47.2,0,1,1
7764335933,6,12,0,55892.51,4.8,45.5,0,1,0
8542366467,7,12,0,52478.66,7.8,45.5,1,1,0
1798776959,6,12,0,59604.15,6.1,45.8,1,0,0
6264457829,7,13,2,63197.28,6.2,46.6,0,0,1
3670276198,6,11,0,63639.73,6.3,44.9,1,0,0
8357777351,5,10,0,61360.65,5.3,45,0,0,0
2258325312,7,11,2,46088.6,8,45.8,0,1,1
4338429959,6,12,2,82551.84,6.4,45.5,0,0,1
4748934390,7,12,2,61479.43,6.2,46,1,0,1
4296395973,6,12,0,45541.21,6.1,44,0,0,0
9679290960,6,10,2,77343.83,6.2,45.3,0,0,1
9389615693,5,12,0,47751.97,6.2,45.8,0,0,0
833766659,5,11,2,40849.46,5.4,45.5,0,0,1
2774665329,6,11,0,51202.53,4.9,44.9,0,1,0
2068338238,6,13,0,70495.97,3.2,43.6,1,0,0
5688398392,7,13,2,60597.68,5.5,46.5,0,0,1
8348728999,7,13,2,24714.11,7.1,43.7,1,0,1
3345790219,6,12,0,48652.96,3.7,44.1,0,0,0
7622065526,6,11,2,69538.83,6.4,44.7,0,1,1
5835125440,8,14,0,96206.58,6.8,47,0,1,0
4122882826,7,13,2,44687.25,5.4,43.6,0,0,1
8855140457,7,12,0,45362.14,5.9,44.4,0,1,0
9465523732,6,11,0,70977.73,4.9,44.6,0,0,0
7939844023,6,11,2,68482.58,4,45.2,0,1,1
6011542059,6,13,2,68821.02,4.2,46.2,0,0,1
2450923260,7,13,0,65751.06,5.9,46,0,1,0
5333605262,8,13,2,56319.71,6,46.7,0,1,1
6774682981,7,15,0,70381.82,7.3,47.1,0,0,0
8229088239,6,11,1,78326.39,6,44.6,0,0,0
8348291602,6,15,0,69780.21,7.1,46.9,1,0,0
222833678,6,12,2,42168.94,5.2,45.9,0,0,1
8480742959,5,11,2,48116.38,4.8,45.3,1,0,1
2465760540,5,13,2,50089.24,4.7,46.2,0,0,1
640880897,6,12,1,36700.46,5.8,44.5,0,0,0
952859358,6,11,0,50055.44,6.1,44.3,0,0,0
5632810967,6,10,2,60432.18,6.7,45,0,0,1
8095475252,6,13,2,71704.52,5.8,44.2,1,1,1
4716263992,6,12,2,26498.29,4.5,44.4,0,1,1
9116065309,6,12,0,55605.96,5,44.5,0,1,0
4065625507,5,12,0,88549.05,4.4,45.9,0,0,0
7992452952,6,13,0,52898.74,5.4,46.5,1,0,0
3288261088,7,13,2,40625.29,6.7,45.9,1,1,1
8847924925,7,12,2,46207.31,6.3,46.1,0,0,1
9431214305,6,10,1,60431.59,6.5,45,0,0,0
6010626793,6,11,2,52455.69,7.6,45.8,0,0,1
3901904462,6,11,0,42259.82,6.6,45.2,0,1,0
9539670591,7,13,2,55266.69,6.3,44.3,0,1,1
603425387,6,12,2,74474.21,6.3,44.6,0,1,1
7434553569,5,12,2,67676.64,6.3,45.9,1,0,1
9589626331,6,11,0,42767.72,6.2,44.5,1,0,0
1569643430,6,13,4,61677.08,5.9,44,0,1,1
7084546146,7,11,0,39203.65,6.3,45.6,0,1,0
2342230691,6,14,0,63313.23,4.4,46.7,0,0,0
1629447165,6,12,2,39123.84,5.9,44.3,0,1,1
8752905012,7,12,2,55873.07,5.5,43.8,0,0,1
7561782872,6,11,0,52071.33,4.9,44.7,0,1,0
3786521271,6,11,2,30214.88,4.1,44.6,1,1,1
7273209006,7,13,0,79356.08,6.7,44.2,1,1,0
8069346602,6,12,4,44853.77,7.5,45.6,0,0,1
6126185915,7,12,2,55447.47,6,43.8,0,0,1
70877652,6,12,0,61440.84,5.3,44.3,1,1,0
5767449548,8,13,2,66228.23,6.3,45.7,0,0,1
1109653612,6,12,0,57461.98,6.5,43.8,0,0,0
1012673476,6,12,2,50224.5,6.1,46,0,0,1
7814899088,6,13,2,63884.65,6.7,43.5,1,0,1
2540730377,7,13,0,31819.52,7.7,45.8,0,0,0
7555634601,7,12,0,48984.1,5.9,44.4,0,1,0
5345323081,7,12,0,83315.08,5.1,45.4,0,0,0
1788588899,6,13,0,70608.9,6.2,44.2,1,1,0
7245035715,7,13,0,81098.4,7.2,44.3,0,1,0
9202713190,7,12,2,58676.97,4.3,45.6,0,0,1
6288655000,6,11,2,51540.63,4.6,44.7,0,1,1
7820191510,6,11,1,62486.65,4.3,44.8,0,1,0
626732306,8,11,2,81264.07,6.1,46,0,1,1
293572411,6,13,2,48451.33,5.8,46.5,0,0,1
3133654408,6,12,2,40397.99,4.7,45.7,0,0,1
6885089230,6,12,4,64208,5.3,44.6,0,0,1
2389274579,6,11,0,43416.75,6.2,44.7,0,0,0
3815279048,7,12,0,76510.6,6.3,45.4,0,0,0
7597076962,7,12,0,80051.06,4.5,45.9,0,0,0
291830828,6,13,0,67358.85,5.4,44.2,1,1,0
3674986551,6,13,2,60882.52,5.9,45.8,1,1,1
9802638146,6,11,4,75880.85,5.7,45.5,0,0,1
6515934269,7,13,2,94729.2,5.5,43.7,0,0,1
9819435905,6,11,0,69099.49,7.1,45,0,0,0
1624599208,6,12,0,58351.53,6,44.2,0,0,0
6652657209,6,12,2,54987.94,5.7,44.2,1,0,1
6281566804,6,13,0,65075.21,5,46.2,0,0,0
5442703718,7,13,2,69507.03,5.8,44.1,1,1,1
8993149929,6,10,2,56635.4,6.2,45,0,0,1
707755251,7,12,0,51143.48,6.9,44.6,0,1,0
131177040,6,13,2,63658.91,5.1,46.2,1,0,1
5239104841,6,12,4,60957.15,6,44.5,0,1,1
6155311207,6,12,2,68893.35,5.6,46.1,0,0,1
8173803756,6,11,2,36878.42,6.6,44.9,0,1,1
3074251650,6,12,2,61192.45,5.5,44,0,0,1
8941423095,5,11,2,77262.73,5.4,44.5,0,0,1
7654787610,6,10,4,53272.7,6.1,45,0,0,1
4889711070,7,11,2,71843.48,4.8,45.8,1,1,1
1751775818,6,11,2,47917.25,5.9,44.7,0,1,1
202938488,6,11,2,71082.53,6,44.3,1,0,1
7080787001,7,12,1,71125.88,6.3,46.1,1,1,0
6823917297,6,10,0,62340.53,5.5,44.9,0,0,0
2090201989,5,12,2,56495.47,5.6,44.3,0,0,1
89330656,5,12,0,98796.21,5,45.6,1,0,0
3589590221,6,12,0,58978.61,7.3,44,0,0,0
3184896436,7,11,2,91981.85,6.3,45.1,1,1,1
9221043616,8,13,0,54594.46,5.7,45.7,0,0,0
2800660745,7,14,0,48414.88,6.8,46.9,1,0,0
2372676862,6,12,2,59858.05,5.6,44.6,0,1,1
7235383310,6,11,0,74768.2,4.8,45.2,0,0,0
7735614992,8,12,4,66031.08,7.7,45.2,0,0,1
3386660386,6,12,2,62673.05,5.3,43.9,0,0,1
2970735835,6,11,2,92035.86,5.6,45.7,1,0,1
6401700721,6,13,2,53131.69,7.2,44.1,0,1,1
4350810510,9,14,2,57636.79,4.6,47,1,0,1
1537595949,7,13,1,60772.96,6.6,44.4,0,0,0
8600440878,7,13,2,72397.01,5,46.7,0,1,1
762146746,7,12,2,57749.64,6.3,45.2,0,1,1
2880354158,7,16,0,55062.86,6.7,47.7,0,0,0
9922825469,7,13,0,80739.6,5.9,44.3,0,0,0
6494270248,6,12,0,56062.52,4.7,46.1,0,0,0
9990321344,6,12,0,64802.21,3.9,43.8,0,0,0
2643672595,6,11,0,54371.48,6.4,44.4,0,0,0
6541339329,8,13,0,69913.94,4.9,45.6,0,1,0
5696657306,6,11,2,88038.08,6.7,44.5,1,0,1
1811048917,7,11,2,50134.17,5.8,45.1,1,1,1
5205236075,6,11,0,48990.55,7.1,44.4,0,0,0
9399798619,6,11,2,71568.43,6.3,44.5,0,0,1
6916352431,6,11,2,48086.74,4.4,45,0,1,1
1084479105,6,10,0,68053.19,5.6,45,1,0,0
4670519708,7,12,2,36285.57,6.9,44.4,0,1,1
936773592,7,12,0,52879.46,6,44.8,0,1,0
8158173082,7,13,0,45745.71,4.8,43.4,0,0,0
7138445311,6,14,2,56294.13,5.7,46.8,0,0,1
9614563912,6,12,0,52439.96,5.1,45.5,0,0,0
7486809425,6,11,2,42106.21,4.7,44.5,0,0,1
1354215725,6,12,2,60566.63,6.6,44.2,0,1,1
5802981411,7,14,2,98783.51,5.7,46.1,0,1,1
2211307803,6,11,0,78584.43,6.1,45.5,0,0,0
2611118111,7,10,2,66918.29,6.1,45.3,0,1,1
4750213930,6,14,0,58106.51,6,46.2,0,1,0
4860607301,6,12,2,63640.53,6.4,45.7,1,0,1
1470102606,5,10,4,29641.98,4.8,45,0,0,1
9914444042,8,14,2,80368.52,6.8,43.8,0,0,1
9863773414,6,12,0,48324.16,7.1,45.8,1,0,0
5684343401,6,11,2,61607.04,7.7,45.5,0,0,1
8339575472,6,13,2,70320.79,6.4,43.7,0,0,1
5367618182,6,13,0,49528.47,7.4,46.1,0,0,0
3585938168,7,14,2,75564.28,6.1,46.8,0,0,1
2864358788,7,11,2,93287.37,5.4,44.9,0,1,1
2388678231,5,10,2,49145.64,7,44.8,0,0,1
9650401994,6,12,0,49434.55,5.5,44.4,0,0,0
613780955,8,12,0,85512.09,7.5,45.3,1,0,0
7112693147,6,12,2,62786.78,7.4,45.4,0,0,1
3358991589,7,11,0,45218.28,5.9,44.2,1,0,0
4445091737,5,13,2,85192.71,4.7,46.1,0,0,1
2908554292,6,11,0,47709.38,7,44.9,0,1,0
3005287303,7,14,2,65486.16,7.6,45.9,0,0,1
5184069515,7,11,0,69438.65,5.5,45.1,1,1,0
617059466,7,13,2,44390.84,5.5,44.4,0,1,1
7165489550,6,11,0,59015.38,7.1,44.7,0,0,0
4132265018,7,13,0,86649.48,6.3,43.6,1,0,0
8864490735,7,12,0,57129.42,7.3,44,0,1,0
2227109373,6,10,2,65031.16,6.8,45.4,0,0,1
9266504161,6,13,2,73197.67,4.4,43.7,1,0,1
144395525,7,12,2,64728.88,6.7,44,1,1,1
6228403472,6,10,0,33673.04,5.2,45,0,0,0
2563483046,6,10,0,36750.34,8.1,45.3,1,0,0
7027298447,6,12,2,50466.32,6.1,44,0,0,1
4015297409,7,12,2,51762.74,6.5,46.1,0,1,1
8850236122,7,12,0,42550.02,5.7,44.6,1,1,0
8735609834,6,11,2,58872.64,7,45.8,0,0,1
7682710351,7,12,0,45298.3,7.4,45.5,0,1,0
4112926517,6,13,2,39010.72,6.9,43.6,0,0,1
3066448852,6,13,2,63959.62,6.2,43.5,0,0,1
6912985217,6,13,2,47218.21,7.8,43.5,0,0,1
2185341030,7,12,2,30654.17,5.9,45.9,0,0,1
175808599,7,12,2,77246.43,7.2,44.5,0,1,1
4175544796,5,13,0,58632.13,6.8,46.2,1,0,0
150058679,6,11,2,80105.26,4.4,45.6,0,0,1
4016430212,7,13,2,39286.31,6.1,46.6,1,1,1
6458721002,6,11,0,57906.79,5,45.6,0,0,0
2354436491,6,10,2,54325.54,6.6,44.7,0,0,1
1915558140,6,12,2,41501.96,7.1,44.2,1,0,1
517543740,6,12,2,74878.67,4.7,44.4,1,0,1
3644603225,6,12,2,53532.94,7.4,44.2,0,1,1
4425452355,8,13,1,70807.65,6.8,46.8,0,1,0
4038232734,6,14,0,49962.49,6.6,43.5,1,0,0
8255355007,7,11,2,33703.5,6.7,45.1,0,1,1
6454874093,6,11,0,78923.92,7.7,44.5,0,0,0
905041134,6,10,0,61272.6,7.4,44.7,1,0,0
2032988585,6,13,0,55429.3,5.9,43.8,0,0,0
7042026296,7,14,0,45068.71,7.1,46.9,0,1,0
3504650585,6,11,2,25132.18,5.8,44.4,0,0,1
4875738381,6,12,0,45270.72,7.5,44.5,1,0,0
7158656143,6,12,2,73293.9,5.3,43.9,1,0,1
4522840407,7,13,2,32091.9,5.6,46.6,0,0,1
798605472,7,13,2,75022.4,6,46.4,0,1,1
7072528594,6,14,0,59892.51,7.7,43.2,1,0,0
6187444127,8,12,0,54463.89,6,46.2,0,1,0
3361579718,6,14,2,51147.7,4.8,43.4,0,0,1
1974437417,5,12,0,62178.02,5.3,45.5,0,0,0
7567184822,6,11,2,84756.39,5.5,44.9,0,1,1
9573245122,5,12,0,48897.46,4.7,44.5,0,0,0
4541213465,6,12,2,64651.66,5.3,44.6,0,1,1
4860203661,5,10,2,64110.73,6.6,45.1,0,0,1
3352546358,6,11,0,97284.82,5.7,45.4,1,0,0
874665606,6,13,0,51093.86,4.9,43.5,1,0,0
3600379537,6,12,0,77953.5,5.9,44.5,0,0,0
7227786068,7,11,0,36876,4.4,44.7,0,1,0
745367146,6,13,2,48252.7,4.1,43.6,0,0,1
7402884736,7,13,2,62761.11,5.5,43.7,0,0,1
1122218297,7,11,0,57532.91,6.9,44.2,0,0,0
759699089,7,12,0,47182.24,6.9,45.5,0,0,0
5411274420,6,12,0,39788.14,4.1,45.4,0,1,0
1932357406,6,12,2,65033.02,7.3,44,0,0,1
2539871672,5,13,0,50440.28,6.4,44,0,0,0
3144802710,7,13,2,65901.27,4.5,46.7,1,1,1
4135374346,8,12,0,41926.31,6.5,45.3,0,0,0
3929881492,6,10,2,46335.52,8.9,45.1,0,0,1
1150104777,6,12,2,100496.74,4.4,45.8,0,0,1
7921712952,5,12,2,76992.11,7.2,45.8,0,0,1
9120106986,6,11,0,33217.92,5.1,45,0,1,0
881493013,5,11,2,61199.18,6,45.4,0,0,1
6802577134,6,14,2,68350.45,4.6,46.6,0,0,1
6182731456,6,13,2,75464.07,4.8,44.2,0,1,1
2857669367,6,13,0,75894.36,6.4,44.1,1,1,0
5772679615,9,14,0,81116.67,5,47.1,0,1,0
3786046474,7,12,2,49816.36,3.6,46,0,1,1
2156142583,6,13,2,68528.53,5.4,44.2,0,1,1
2726148968,9,15,0,50643.6,5.8,47.6,0,1,0
2979492857,7,12,0,75223.14,6.5,44,0,0,0
8707006716,6,12,0,37744.01,6.2,44.2,0,0,0
1108788036,6,11,0,58355.57,6.6,44.6,1,0,0
2672127749,6,12,0,67887.03,7,46,0,0,0
1967179585,6,13,2,75791.14,7.7,44.1,0,1,1
9937945626,6,12,2,77278.77,6.2,43.9,1,0,1
3940892826,6,13,2,58688.36,6,43.7,0,0,1
1737189441,6,13,0,63201.99,6.8,45.9,0,1,0
4992816221,6,13,2,47816.12,6.5,43.8,0,0,1
6494901030,7,13,2,62455.72,5.6,46.7,0,1,1
3678223719,7,15,2,35751.82,5.7,46.5,1,1,1
6328276980,6,11,2,51762.02,5.2,44.7,0,0,1
3427696885,7,11,1,59221.07,7,45.7,0,1,0
6468114806,6,12,2,77485.81,6.7,44.2,0,0,1
9782633731,6,11,1,67124.36,6.4,45.3,0,0,0
5920044834,6,13,0,61389.09,5.8,43.6,1,0,0
8161206311,6,14,2,47060.31,6.1,46.2,0,0,1
4166583534,7,12,0,58338.97,5.4,44.4,1,1,0
4081121008,6,10,0,55525.98,5.4,45.2,0,0,0
7562830388,5,11,0,77535.39,4.1,44.5,0,0,0
9627091844,6,11,2,57580.42,6.7,44.9,0,0,1
4290807712,6,12,0,34550.09,7.6,44.3,0,0,0
7022043964,6,14,2,60641.38,6.8,43.7,0,1,1
5090752643,6,12,0,76261.19,6.5,43.8,1,0,0
7791106403,6,11,2,73852.25,6.4,44.7,0,1,1
3955441501,6,11,0,34308.73,7.3,45.3,0,0,0
2062709110,6,13,2,83590.45,6.6,43.6,1,0,1
9148244249,6,10,0,61456.14,5.7,44.7,1,0,0
1736000617,6,12,0,45018.52,7.1,44.2,0,0,0
3922771007,6,12,0,55835.47,5.6,44,0,0,0
6447823857,7,13,2,61929.61,7.1,46.7,1,1,1
9720484166,5,11,2,50090.9,7,44.7,1,0,1
6620356008,7,12,2,79364.5,7.3,44.5,0,1,1
